gs_mouse	weeks	tissue	excelcol	excelrow	raw	up_mouse	up_human	expmean	expsd	zscore	zmean	tiss	gen	pval_t	pval_w	fc_med	fc_mean	fc_mean_lo	fc_mean_hi	fc_med_lo	fc_med_hi	medco	meanco	medtr	meantr	meantr_lo	meantr_hi	medtr_lo	medtr_hi	mean_out_ci	med_out_ci
Pdgfa	5w	TG BAT	R	4	0.5542095830765771	P20033	P04085	0.4066404675948077	0.17860573250907202	0.8262283265419477	-0.05071366568628799	BAT	TG	0.03568226357975194	0.05303030303030303	-1.4072617824447209	-1.2861972500837813	-1.3334031224652	1.250039254332031	-1.500610913111195	1.33360473973449	0.5304784132877071	0.5113697962401585	0.376957876569454	0.397582716186688	0.3835072737003469	0.6392323187799702	0.3535083002880964	0.7074485262873176	False	False
Pdgfc	4w	TG BAT	U	87	12.47233336852	Q8CI19	Q9NRA1	4.8311905323896704	3.781119252680092	2.0208679825991247	0.9969330062647058	BAT	TG	0.5685984850632549	0.9047619047619048	1.1596827570991113	1.311418043306681	10.145590525950347	2.098564987167795	1.144748279338412	2.8735544905801764	5.155890519749431	6.5583306253153895	5.979197333244191	8.600713116009393	66.53813705824984	13.763083024557151	5.902196800940392	14.815732355965734	True	True
Pdgfc	5w	TG BAT	R	4	0.422433851554973	Q8CI19	Q9NRA1	0.9706933811617612	0.490583634298641	-1.1175658772037986	-0.6269520723236126	BAT	TG	0.047335534871749935	0.05927405927405927	-1.5897472930483474	-1.4381787688488672	-1.145386569015565	1.1269323152099828	-1.253377808836313	1.202155971687068	0.8974190763166809	0.9536864786456608	0.5645042329940855	0.663120954990179	0.8326328459267109	1.0747401113646105	0.7160004509333713	1.0788377016999906	False	False
Pdgfra	4w	TG BAT	U	87	1.12103463600006	P26618	P16234	17855839.54114886	48511278.0856051	-0.36807602530292105	-0.3680760159457629	BAT	TG	0.3414434425486863	0.4857142857142857	-1.0210620445913687	-1.3226385221920245	-1.3194300687139835	1.242097005584634	-1.2683594653475858	1.211579976086703	1.7280451535316799	2.0831058648228726	1.6923997544373002	1.5749623422206975	1.5787921726334653	2.5874195570122795	1.3624254012707038	2.093664905792656	False	False
Pdgfra	5w	TG BAT	R	4	0.39114765430777604	P26618	P16234	0.930354859070618	0.5311542291301644	-1.0151612755599542	-0.6155251544669562	BAT	TG	0.0006939929982889409	0.0003108003108003108	-1.5761154135242477	-1.6835824104178216	-1.1508302243968027	1.131062098647834	-1.569458513220383	1.3628375700431274	0.9932927579100039	1.0159006818503027	0.6302157503104215	0.6034160701394964	0.8827546064692364	1.1490467572313692	0.6328888272885018	1.3536966885315065	False	False
Pdgfrb	5w	TG BAT	R	4	1.0190437558901602	P05622	P09619	0.6548899101303282	0.4015837328789357	0.9067943144739188	0.28739152481508146	BAT	TG	0.007898337307154541	0.027375654512550463	-1.3246849864274424	-1.419353963124253	-1.1969026455680938	1.164510159867377	-1.4354470573307088	1.3033529206855219	1.0780799041816649	1.0933307301927249	0.8138386976734375	0.7703016714633378	0.9134667169808036	1.2731947434046462	0.7510412165157889	1.4051185918475408	False	False
Pdgfrbeta	4w	TG BAT	S	4	2.4688502416894202	P05622	P09619	1.6876104282662214	0.6085259700534611	1.2838232908195584	1.497428169697527	BAT	TG	0.10193223159757793	0.19047619047619047	1.2138439162598735	1.133823163770065	-1.2047940341737535	1.169982609777945	-1.4042501775910772	1.2878761804997945	2.15067734368244	2.292098486659442	2.610586609466875	2.5988343578167874	1.9024816040289911	2.6817153692898934	1.5315485644956954	2.769806122869184	False	False
Pgc1a	4w	TG BAT	S	4	2.24043186191099	O70343	Q9UBK2	0.7803797897496679	0.6687171711984392	2.183362615834576	1.5326976028690174	BAT	TG	0.5812836270669994	0.8412698412698413	-1.0144373188637938	1.1295287495824764	-1.8784086068257373	1.4676344665552463	-2.674689712903609	1.6261248565859203	1.47997278453163	1.598295745646308	1.45891003516043	1.805320995042866	0.8508775672334771	2.34571392405914	0.5533250370656978	2.406620531997562	False	False
Pgc1a	5w	TG BAT	R	4	0.252057771771158	O70343	Q9UBK2	0.09144712365406032	0.14456462509945986	1.1109955011926207	2.188683924684303	BAT	TG	0.0029304337491790084	0.002525252525252525	2.3231893922051565	2.5639227500939237	-11.786702367479302	1.9151586280180368	141.56611333378038	2.007063837358042	0.19411446781844002	0.15907397938269402	0.45096467250934896	0.407853394687261	0.013496054657458316	0.3046519041079297	27.480030750911737	0.3896001286663923	False	True
Ppara	4w	TG BAT	S	4	3.37476160960482	P23204	Q07869	0.9800156842582358	1.0549135839584682	2.2700872960233536	1.0385128807212398	BAT	TG	0.5405205152745305	0.6904761904761905	-1.2714867044243074	1.2079411511103977	-5.485648088506272	1.8177061335569016	9.004023995170382	2.1110614543604487	1.6018719957041898	1.718260055416574	1.25984171924902	2.075557029246912	0.3132282690566197	3.1232918417765285	14.423293886511994	3.3816502249505622	False	True
Ppara	5w	TG BAT	R	4	2.61847851539797	P23204	Q07869	0.9738034362516824	1.2914310259789687	1.273529167304574	1.2493392254450328	BAT	TG	0.12975716756827196	0.29824561403508765	-1.071296090053249	-1.1230216966384097	-1.1222746956300154	1.1089525551151926	-1.1607300578051385	1.1384732451135693	2.83058626854304	2.9055253898478224	2.64220722433734	2.587238873963932	2.5889609746718354	3.2220898050238085	2.438625802363976	3.2225467347221035	False	False
Pparg1	4w	TG BAT	S	4	1.87339674064011	P37238	P37231	1.0989100775966567	0.7429001445815236	1.042517852085925	1.4535180834027348	BAT	TG	0.00793391777578929	0.009523809523809523	1.4655221973405883	1.4267305883608523	-1.1408907456541035	1.1234918822777609	-1.3134465735095977	1.238644326942094	1.5005076461727451	1.5270779849274234	2.1990272627454357	2.178728871908408	1.3384962501838056	1.7156597196710417	1.1424200088803844	1.8585952834651047	False	False
Pparg2	4w	TG BAT	S	4	2.2867708912176696	P37238	P37231	1.0547534369967178	0.6329591858058382	1.9464405949847083	0.8090307704957914	BAT	TG	0.4735025497613966	1.0	-1.1133022301275517	1.2699741774208064	-9.379198788655208	1.893381084831087	-140.9631469647436	1.9929059472526525	1.24731962678833	1.2337549240282166	1.12037827018942	1.5668368947816038	0.13154161158419295	2.3359682364722403	0.008848551225238309	2.4857907023514216	False	False
Prdm16	4w	TG BAT	S	4	2.15794883040155	A2A935	Q9HAZ2	1.1172625899070907	0.7997243714265011	1.301306147064325	1.1081714631153674	BAT	TG	0.19477692465961136	0.2222222222222222	1.2038866862754078	1.1735310605404397	-1.2133744932642978	1.1758521334087584	-1.6136118520253862	1.3802722762944433	1.72136915591468	1.707235866221688	2.07233340897082	2.003494316679814	1.4070147969146545	2.007456935528721	1.06678018865196	2.3759581231774	False	False
Prdm16	5w	TG BAT	R	4	2.48930031243339	A2A935	Q9HAZ2	1.0892953386658033	1.2444965091769982	1.1249569311314729	1.2834273531301634	BAT	TG	0.8448818483276007	0.9772637126412872	-1.0599729294565448	-1.0223896819626053	-1.2229444549650417	1.1823013744082225	-1.2468481648768386	1.1979777264228657	2.59279806979549	2.746666442710935	2.446098383969895	2.6865161994185662	2.2459453751637883	3.2473875102580814	2.0794818028637847	3.1061143367271957	False	False
Reelin	4w	TG BAT	U	87	0.23708364368456603	Q60841	P78509	0.32748153469174823	0.18918142830789075	-0.4778370256305531	-0.5266877134706676	BAT	TG	0.5007200696180689	0.6095238095238095	1.0740186151753688	1.0599172472208729	-1.1064155752271403	1.096180474687636	-1.2628567408776272	1.2081445443249197	0.20923181376287295	0.21496206555988884	0.2247188628682315	0.22784200078515024	0.194286912054504	0.2356372190652737	0.16568135322892327	0.25278227429682265	False	False
Reelin	5w	TG BAT	R	4	0.607856107436398	Q60841	P78509	0.7909791466938136	0.4819261414099372	-0.3799815438972984	-0.21644613428771847	BAT	TG	0.07844704984430477	0.2635644369390499	-1.0635122321101975	-1.3246129584051205	-1.2573226017968036	1.2046591713447854	-1.2469411615118202	1.1980375410916926	0.816292560533658	0.9095694585796298	0.7675441202157008	0.6866680963734364	0.7234177269061975	1.095721190253062	0.6546359890341307	0.9779491320331852	False	False
Rgs5	4w	TG BAT	S	4	4.28957891977741	O08850	O15539	2.1595109515336537	1.5670994163639085	1.359242397770836	1.5531402189066228	BAT	TG	0.11721135177224196	0.11428571428571427	1.0968864018949935	1.1537136853940912	-1.1358616865768103	1.1196111183098905	-1.1766671596970812	1.150141999155107	4.063968211003935	3.981435030429137	4.45771146838374	4.593436082113535	3.5052111339613368	4.457658926896939	3.4537958993010007	4.674140522706869	False	False
Rgs5	5w	TG BAT	R	4	1.3972800961688798	O08850	O15539	0.7240876855020475	0.579521120222212	1.1616356801779772	1.0710167946833968	BAT	TG	0.5729270444428063	0.9761037484822652	1.0585068282349854	-1.0488495628522376	-1.172809255962754	1.1473464291692477	-1.1512804036318995	1.1314018749512813	1.31637412467723	1.4104556979607985	1.3933909994826998	1.3447645381337725	1.202630087364856	1.618281308556741	1.1434000965572904	1.4893481527971697	False	False
Scd1	5w	TG BAT	R	4	0.13723910857063099	P13516	O00767	0.4926577529215905	0.5450445009505308	-0.6520910562919667	0.44610668486047217	BAT	TG	0.13847314714842698	0.18065268065268064	-2.711731265648813	-1.9880168718278408	-6.505476717341262	1.8462833634721405	-12.817839453443403	1.9219837318424704	1.77739923125184	1.4627942420919302	0.655448146269972	0.7358057483420622	0.22485581082669115	2.700732673357169	0.13866605504833007	3.4161324074553496	False	False
Sdf1	4w	TG BAT	S	4	1.6226012012294497	P40224	P48061	1.1906030309430735	0.30956332887411364	1.3955082207494016	0.8449464864533307	BAT	TG	0.4670071763611311	0.6623376623376623	1.0201448787245184	1.139894794978722	-1.704648270338786	1.4133687181102423	-1.7565614208430484	1.4307059302713951	1.319391711786555	1.2739486875516084	1.3459706978106298	1.4521674780100529	0.7473381516401743	1.8005592234630423	0.7511218771691587	1.8876615464039517	False	False
Sema3a	5w	TG BAT	R	4	0.163422041364537	O08665	Q14563	0.7099036722227806	0.967477655768738	-0.5648519400936659	-0.5614632003481832	BAT	TG	0.04969083864916075	0.05562435500515996	-1.4493031137615144	-1.4346781335090244	-1.2572886864272277	1.2046377170213405	-1.2475964628028422	1.1984587726760572	0.2368480734068865	0.2391616645585985	0.163422041364537	0.16670057134950694	0.19022016752430332	0.2881031615928937	0.1898434954478672	0.2838526513659058	False	False
Sema3c	4w	TG BAT	S	4	0.611792645028963	Q62181	Q99985	1.1197161932300943	0.8017560820048522	-0.6335138075049331	-0.7499845242712143	BAT	TG	0.9150841837482238	1.0	-1.1146233338275402	1.018979945605285	-1.495043832065472	1.3311232897978291	-1.830147175866491	1.4535958565591611	0.514302782217688	0.5087553898601906	0.46141397421818503	0.5184115394861326	0.3402946314673073	0.677216148253074	0.2810171711868961	0.7475883932484799	False	False
Sema3c	5w	TG BAT	R	4	0.150706527465951	Q62181	Q99985	0.8182155372622579	0.7912519807193865	-0.8436111707289813	-0.6588534641209198	BAT	TG	0.3608978279732624	0.21702061482829246	-1.4666823368149455	-1.2059929955821749	-1.3528585037987946	1.2608243972359092	-1.5990235631711018	1.3746183464508483	0.314715642990709	0.3580550135132997	0.214576554916552	0.29689642877275096	0.264665530436398	0.4514444965902014	0.19681738921131406	0.4326138967701039	False	False
Srebp1c	5w	TG BAT	R	4	1.64490342165067	Q9WTN3	P36956	0.7135520729965341	0.4612364405870372	2.0192492758567853	0.9397466036651698	BAT	TG	0.3013011827688655	0.2948717948717949	-1.3105347452265557	-1.2454871441578594	-1.9072700185542877	1.4756903897865492	-1.7930779407023714	1.4422997588112163	1.6000208205838748	1.4285705802559834	1.22089156843169	1.146997451524814	0.7490132840964182	2.1081278764155487	0.8923319975467026	2.307709643621048	False	False
Th	5w	TG BAT	R	4	5.890979964270071e-05	P24529	P07101	0.1808600351767144	0.5414802988908862	-0.333901576377583	-0.3297576085991433	BAT	TG	0.690243919187977	0.6426470588235295	1.5467907390564857	1.3083672124310768	33.07066700928621	2.0302382773144307	0.10425926518153604	11.591473700287466	0.00023084403108201802	0.0017600461774241495	0.00035706740944413303	0.002302786710906407	0.058205901054561124	0.0035733131192474546	2.406762905215487e-05	0.0026758225151555545	True	False
Tie2	4w	TG BAT	S	4	3.6861328793507404	Q02858	Q02763	2.7842180141344026	1.2108242465276895	0.7448767794358104	0.7683029894955511	BAT	TG	0.7746906914496883	1.0	1.0239859790025847	-1.0311409433423928	-1.146677072153277	1.1279148905261014	-1.2148240810226991	1.1768355471204106	3.81127191882718	3.830170871222368	3.9026890070453097	3.7144979024953253	3.3402349835336964	4.32010675891104	3.1373035638367184	4.485240273817642	False	False
Tie2	5w	TG BAT	R	4	1.46613673704707	Q02858	Q02763	0.8758699996198495	0.5591056794345224	1.0557337532757929	0.6923727140383567	BAT	TG	0.045808487437508566	0.19011082693947146	-1.279767102505402	-1.2015432779352957	-1.1421060900634916	1.1244245970666278	-1.2185058724789952	1.1793227898314964	1.61921062138759	1.5175245480093	1.265238509583235	1.262979516324189	1.3287071675845263	1.7063419284340735	1.3288492554355764	1.9095719873396035	False	False
Tnfa	4w	TG BAT	S	4	0.0575099810815415	P06804	P01375	0.725984341887903	0.6034106862013273	-1.107826520300182	-0.9971645438926736	BAT	TG	0.2107968918255141	0.32900432900432897	-2.974097408102346	-1.9325093896072825	-4.039358625373259	1.752435945221973	2.9817332083512897	2.335375410918449	0.18876088668181099	0.240181156873935	0.0634682933274374	0.12428460020199115	0.05946022107698867	0.42090209267088136	0.5628346042569906	0.4408275332998653	False	True
Tnfa	5w	TG BAT	R	4	0.13761833901720702	P06804	P01375	0.6648601781612198	0.6978334793607465	-0.7555410491726409	-0.6998038117818659	BAT	TG	0.6107736038682243	0.7197591747329263	1.0085412309218311	-1.1321517653630118	-1.6286740022344732	1.3860035841254656	-1.4621600040743583	1.31608032143304	0.157113154421577	0.19984023968328707	0.158455094154349	0.1765136493155673	0.12270119091304615	0.27697928845352804	0.10745277807064607	0.20677353077250796	False	False
Trka	4w	TG BAT	S	6	0.12788505851036802	Q3UFB7	P04629	0.9375906164047589	0.8361756750864223	-0.9683438325453614	-0.6958818958149791	BAT	TG	0.29108692468413405	0.14285714285714285	2.703046458626266	3.605787672767971	-6.450645772167468	1.8449767611927028	3.5594376235376743	2.2809432572682966	0.0827426458840646	0.09865004117621523	0.22365721593428797	0.35571110239124965	0.015293048891610124	0.18200703346082034	0.29451728683079426	0.1887312802177956	False	True
Trkb	4w	TG BAT	S	4	2.13137556032556	P15209	Q16620	1.2200079249058255	0.7263935521050181	1.254647198861663	1.0566437942445912	BAT	TG	0.3344029959339526	0.30952380952380953	1.1372833801135664	1.1106817322313265	-1.1957963105415932	1.1637371756506878	-1.3765938183413036	1.2735693080440182	1.87409364947611	1.7894839774882718	2.13137556032556	1.987547163916878	1.4964789251421835	2.082489029834361	1.3613991465792414	2.3867881523729784	False	False
Trkc	4w	TG BAT	S	4	1.64234204488163	Q6VNS1	Q16288	0.6306439498951422	0.7112492867082734	1.4224240556622825	1.3358231235673057	BAT	TG	0.35384636379849244	0.5476190476190477	-1.0512957925758473	-1.04001663794988	-1.0717214324470603	1.0669217114407228	-1.1043283753113873	1.0944722400001448	1.6359426426736299	1.64400338184142	1.5561202225163502	1.580747193700806	1.5339838619142558	1.7540229017685838	1.481391476708496	1.7904938086387645	False	False
Trkc	5w	TG BAT	R	4	1.8094906851796102	Q6VNS1	Q16288	0.7661617076235263	0.9971446054966184	1.0463166242938893	0.952618413522289	BAT	TG	0.02990135048970991	0.04730438045823696	-1.3003464133644862	-1.316939328757186	-1.2020123437740475	1.1680617880676452	-1.2533024867802636	1.2021080221670968	2.2537472767987703	2.2599469305350763	1.733189905117265	1.7160600197640237	1.8801362084513653	2.6397576526187883	1.7982468722204892	2.7092476813770503	False	False
Tsp	4w	TG BAT	U	87	0.289771098671885	P35441	P07996	0.5405880995267649	0.33192691433132776	-0.755639238716616	-0.7201941319075058	BAT	TG	0.19454330812974446	0.4126984126984127	1.313564978947331	1.224694616881845	-1.4137043902986672	1.2926385410823162	-2.410579786313252	1.585162040402984	0.223438250967471	0.2462134473742596	0.2935006614281145	0.30153628360317725	0.17416190333980866	0.31826499140871056	0.09269066812727164	0.3541858338076703	False	False
Tsp	5w	TG BAT	R	4	0.196919231767598	P35441	P07996	0.4132711903769799	0.4646447369017351	-0.4656287727523251	-0.5942639237645877	BAT	TG	0.018904912258053068	0.04482297738456037	-1.2714590182990606	-1.8147309304143984	-1.3729340348606671	1.271632886498086	-1.6651298031329989	1.3994462184759016	0.226482346609536	0.2488895955703451	0.178127917101505	0.13714958586919027	0.18128299630623093	0.3164961948344592	0.1360148297048084	0.3169498635142636	False	False
Ucp1	4w	TG BAT	S	4	3.87926926613955	P12242	P25874	0.9850001049160052	1.2338725164940016	2.3456792517329847	1.44516980177241	BAT	TG	0.2965671946958092	0.8412698412698413	-1.0595801943861731	1.2521677314193067	-2.3135664814326593	1.5677669053275889	-3.4274195324584595	1.7082353092378195	2.24039505202442	2.2106905772539105	2.11441763813102	2.7681554049900656	0.9555336295695971	3.4658475249382232	0.6536681695390243	3.8271219345098153	False	False
Ucp1	5w	TG BAT	R	4	4.0818986157251205	P12242	P25874	1.0673166239748435	1.463183716291552	2.06028946207162	1.7249573407039829	BAT	TG	0.009113111541871156	0.019412050237194937	1.1525503479251669	1.2657643861807808	-1.2033355587149068	1.16897660610317	-1.209760312013592	1.1733899764528193	3.0395028905039303	2.837215326484605	3.5031801139698557	3.59124611619049	2.3577923098313387	3.316638343137872	2.5124835558911767	3.5665222251166826	False	False
Vegfa120	4w	TG BAT	S	4	1.38243122895903	Q00731	P15692	0.9098324551700372	0.5539731208621625	0.8531077700186519	0.31904124314073595	BAT	TG	0.5871598537153198	0.6904761904761905	-1.120383559025508	1.1045628300185208	-1.6040460475952747	1.376576500718815	-2.255546846256117	1.5566485344075849	1.07867391242827	0.9837129213357972	0.962771993339927	1.0865727283164548	0.6132697517072796	1.3541560909643149	0.4782316599713782	1.6791161648851618	False	False
Vegfa120	5w	TG BAT	R	4	1.3162406299825602	Q00731	P15692	0.7844663370277629	0.2209457663423148	2.4068091539301584	0.9270418603964294	BAT	TG	0.17616810506300828	0.12659098727210186	1.0814600395120555	1.1009917400334797	-1.1464615985771296	1.1277509850821892	-1.1083757173130346	1.097778862907393	0.8831301792795845	0.8985465333957676	0.9550699985779878	0.9892923113044572	0.7837563286122721	1.0133367381792628	0.7967787145504246	0.9694816440087444	False	False
Vegfa164	4w	TG BAT	S	4	1.51763176834813	Q00731	P15692	0.9959396203694004	0.3844370457149706	1.3570288134133737	1.554027867581833	BAT	TG	0.0698441617313923	0.12554112554112554	1.1194040644410774	1.1688710870824166	-1.1861881215467742	1.1569634008001928	-1.367056775207334	1.2685014857204189	1.454439453240675	1.3631661526665415	1.6281054354410702	1.593365502741296	1.1491989574882864	1.5771333478447973	1.06392029915516	1.8449586073261897	False	False
Vegfa166	5w	TG BAT	R	4	1.5119826178776101	Q00731	P15692	0.8197960724561161	0.3992704475380966	1.7336282955313105	1.671560966614856	BAT	TG	0.002793184396187325	0.014904734517064575	1.2908118157076165	1.2190848993601664	-1.1075362846010244	1.0970950442854006	-1.1645697210261723	1.1413137556772126	1.17134240597941	1.2199322364375085	1.5119826178776101	1.4872009676836428	1.1014828619154209	1.3383816109595958	1.0058156114064774	1.3368692005523426	False	False
Vegfa188	4w	TG BAT	S	4	2.45016527500826	Q00731	P15692	0.7921289938415141	0.8597819537860601	1.9284381044118957	1.6583574328618214	BAT	TG	0.9273128698221564	1.0	-1.1167704029151269	1.0089216220834258	-1.2935682081728266	1.22694451387878	-1.3049832293607408	1.2337066274101776	2.26046076730663	2.198342010911614	2.02410518886076	2.2179547875430856	1.6994403519059782	2.6972436699172504	1.7321761049863749	2.7887454296268848	False	False
Vegfa188	5w	TG BAT	R	4	2.6956559590007103	Q00731	P15692	1.0608037761084481	1.194071666070679	1.369140755405457	1.2519163568688805	BAT	TG	0.7473372725203368	0.8339608223845669	1.0562077259342997	-1.029957682293077	-1.157121927268365	1.1357868376405975	-1.245413425996811	1.197053782201188	2.51623560001125	2.6322439243340425	2.65766748100281	2.555681626136006	2.274819845950046	2.9896680027180387	2.0204018581197567	3.0120693419027424	False	False
Vegfb	4w	TG BAT	S	4	2.09249682966299	P49766	P49765	1.0907231892350886	0.5964477908792563	1.6795663522386968	1.2268890259433882	BAT	TG	0.8249736198051011	0.9142857142857144	1.021543785945506	1.0255298090546443	-1.2667401995481091	1.2105721438723305	-1.4013978296989908	1.28642675276956	1.7467713687512452	1.777128682483685	1.78440343721536	1.822498438413025	1.4029148858760856	2.1513424790912845	1.2464493177689857	2.247093419733504	False	False
Vegfb	5w	TG BAT	R	4	1.21176672847893	P49766	P49765	0.6895103172508856	0.4875703219513845	1.0711406903066556	0.8077187297967777	BAT	TG	0.0840014462973406	0.10260363766892236	-1.360528273566093	-1.2221081802627465	-1.1653932171856942	1.1419205249753401	-1.2029516072734905	1.1687113646520526	1.304870731209955	1.323946452949192	0.9590912269612349	1.083329998384064	1.1360512773074034	1.5118416285909806	1.084724209453002	1.5250172529669082	False	False
Vegfd	4w	TG BAT	U	87	0.23708364368456603	P97946	O43915	0.32748153469174823	0.18918142830789075	-0.4778370256305531	-0.5266877134706676	BAT	TG	0.5007200696180689	0.6095238095238095	1.0740186151753688	1.0599172472208729	-1.1064155752271403	1.096180474687636	-1.2628567408776272	1.2081445443249197	0.20923181376287295	0.21496206555988884	0.2247188628682315	0.22784200078515024	0.194286912054504	0.2356372190652737	0.16568135322892327	0.25278227429682265	False	False
Vegfd	5w	TG BAT	R	4	0.195210013868249	P97946	O43915	0.6122758060914983	0.5296488044731303	-0.7874383718058737	-0.6735659230095589	BAT	TG	0.8345951259810716	0.4166500106734323	-1.24450355083264	1.0518827247924103	-1.6914915594641642	1.4088057995886287	-1.1895884317277676	1.159373129959248	0.25518660276477945	0.2429191146627799	0.2050509237953125	0.2555224202356449	0.1436123717577004	0.3422258575678594	0.2145167151584892	0.29585649037106965	False	False
Vegfr1	4w	TG BAT	S	4	1.64892680293684	P35969	P17948	0.8051180337405803	0.5226730945786808	1.614410188602575	1.5470030079029218	BAT	TG	0.030581713679119937	0.017316017316017316	1.2720759092551237	1.3183246613865096	-1.1529976548608374	1.1326955473116755	-1.4345121828844003	1.302898914396613	1.296248746588075	1.2240496825012523	1.64892680293684	1.613694883203728	1.061623739945066	1.3864756250574386	0.9036164084585768	1.6888810847175733	False	False
Vegfr1	5w	TG BAT	R	4	2.08600029361481	P35969	P17948	1.0407178354682725	0.8115397870412054	1.2880236740548914	1.285279196713398	BAT	TG	0.41838226777475696	0.4895774272540997	1.0691407550125231	1.064681807919713	-1.1333655574905763	1.1176721461219148	-1.1248928686679565	1.1110264560711889	1.951110490057145	1.9571791548961002	2.0860117424525497	2.083773041057555	1.7268736833944005	2.1874846263977994	1.7344856069427796	2.1677353731715105	False	False
Vegfr2	4w	TG BAT	S	4	1.6432698408601103	P35918	P35968	1.0679944223833608	0.5459135722337114	1.0537847889051342	1.0103535816178162	BAT	TG	0.4351917414727585	0.4761904761904762	-1.0708412731841588	-1.0754803525996357	-1.2871502213578387	1.2230899055860929	-1.380575548125632	1.2756644130358012	1.7579642638752548	1.7418051269251134	1.641666517623035	1.6195601553434675	1.3532259856100173	2.130384268240209	1.273356076936168	2.242572450814341	False	False
Vegfr2	5w	TG BAT	R	4	1.6097412102928101	P35918	P35968	0.8190965170319758	0.6314042764074661	1.2522004091568824	0.8594647951031421	BAT	TG	0.025073094018478653	0.21540993458613594	-1.263962267007654	-1.2448420582284194	-1.1239829197018665	1.1103067649237524	-1.2678905556087685	1.211288391118382	1.7114837582721298	1.6951839190055713	1.3540623821974949	1.3617662640817665	1.5081936649492986	1.882174173061844	1.3498671085615697	2.0731004079826905	False	False
